trial,score,ema_period,rsi_period,rsi_overbought,rsi_oversold,atr_period,consolidation_candles,consolidation_atr_mult,swing_lookback,volume_sma_period,volume_mult,risk_reward_ratio,risk_per_trade_pct,max_position_allocation_pct,leverage,tr_return_pct,tr_net_pnl,tr_gross_profit,tr_gross_loss,tr_pf,tr_sharpe,tr_max_dd,tr_trades,tr_wins,tr_losses,tr_win_rate,tr_fees,tr_blocked,va_return_pct,va_net_pnl,va_gross_profit,va_gross_loss,va_pf,va_sharpe,va_max_dd,va_trades,va_wins,va_losses,va_win_rate,va_fees,va_blocked
297,1.099783336868478,58,14,67.0,25.0,8,13,3.5,17,35,1.4,2.7,0.028,0.65,4.0,134.63285425294927,13463.285425294926,67589.20999999999,54125.83000000001,1.2487422363777143,1.4656283765199216,36.53398675840754,204.0,70.0,134.0,34.31372549019608,6008.65,0.0,34.446800392249955,3444.680039224995,23285.73,19841.079999999998,1.1736120211198182,1.2011569891081244,23.45203514643851,96.0,34.0,62.0,35.416666666666664,2275.01,0.0
298,1.099783336868478,58,14,67.0,25.0,8,13,3.5,17,35,1.4,2.7,0.028,0.65,4.0,134.63285425294927,13463.285425294926,67589.20999999999,54125.83000000001,1.2487422363777143,1.4656283765199216,36.53398675840754,204.0,70.0,134.0,34.31372549019608,6008.65,0.0,34.446800392249955,3444.680039224995,23285.73,19841.079999999998,1.1736120211198182,1.2011569891081244,23.45203514643851,96.0,34.0,62.0,35.416666666666664,2275.01,0.0
294,1.0914060263985377,57,14,66.0,25.0,8,13,3.4000000000000004,17,35,1.4,2.7,0.027,0.65,4.0,145.85026444219938,14585.026444219937,69885.18000000001,55300.15,1.2637430459049388,1.5684915162941742,32.73129260489281,203.0,71.0,132.0,34.97536945812808,6276.67,0.0,26.952713734499827,2695.271373449983,19695.18,16999.85,1.1585502225019633,1.042557777411967,22.93415598690887,93.0,32.0,61.0,34.40860215053763,1955.41,0.0
295,1.0914060263985377,57,14,66.0,25.0,8,13,3.4000000000000004,17,35,1.4,2.7,0.027,0.65,4.0,145.85026444219938,14585.026444219937,69885.18000000001,55300.15,1.2637430459049388,1.5684915162941742,32.73129260489281,203.0,71.0,132.0,34.97536945812808,6276.67,0.0,26.952713734499827,2695.271373449983,19695.18,16999.85,1.1585502225019633,1.042557777411967,22.93415598690887,93.0,32.0,61.0,34.40860215053763,1955.41,0.0
275,1.0758213601884015,49,11,66.0,24.0,8,12,3.2,18,28,1.4,2.7,0.026000000000000002,0.65,4.0,117.32157184799976,11732.157184799977,70260.49,58528.33,1.20045266967296,1.448531162594141,29.216502235690932,213.0,74.0,139.0,34.74178403755869,7197.11,0.0,54.03284405180002,5403.284405180002,22650.570000000003,17247.280000000002,1.313283601820113,1.758815546235663,21.9940032818477,91.0,34.0,57.0,37.362637362637365,2343.88,0.0
293,1.065485207010968,58,14,66.0,25.0,8,13,3.4000000000000004,18,35,1.4,2.7,0.027,0.65,4.0,136.36702532509975,13636.702532509975,69264.54000000001,55627.89000000001,1.2451405221373668,1.4853767664881738,37.37140984494356,215.0,74.0,141.0,34.41860465116279,6191.08,0.0,30.20696557784993,3020.6965577849933,19755.859999999993,16735.170000000002,1.180499510910256,1.1364222146875786,22.931116726288277,89.0,31.0,58.0,34.831460674157306,1926.6299999999999,0.0
276,1.0517447995638813,49,12,66.0,24.0,8,12,3.2,18,31,1.4,2.7,0.026000000000000002,0.65,4.0,106.46338332334959,10646.338332334959,65566.10999999999,54919.75,1.193853031013433,1.3686173741768037,27.217411274876124,215.0,74.0,141.0,34.41860465116279,6605.87,0.0,72.89498149675022,7289.498149675022,27500.969999999998,20211.49,1.3606601987285447,2.096459394744019,20.297757313634822,94.0,36.0,58.0,38.297872340425535,2627.61,0.0
284,1.0146713454984875,54,14,66.0,25.0,8,12,3.4000000000000004,18,33,1.4,2.7,0.027,0.65,4.0,113.60329200804952,11360.329200804954,61885.670000000006,50525.369999999995,1.2248434796222176,1.3750696983043706,33.66728626819242,198.0,68.0,130.0,34.343434343434346,5651.65,0.0,42.73682285490016,4273.6822854900165,23035.73,18762.049999999996,1.2277832113228568,1.400913206458314,19.672233593531878,100.0,36.0,64.0,36.0,2196.93,0.0
280,0.9946319603789333,50,13,66.0,25.0,8,12,3.2,18,31,1.4,2.7,0.026000000000000002,0.65,4.0,105.04642635979941,10504.64263597994,62927.84,52423.19,1.2003817394553822,1.3575144554059764,27.217411274876124,213.0,73.0,140.0,34.27230046948357,6275.95,0.0,57.13102638150016,5713.102638150016,25564.4,19851.27,1.2877967001607453,1.7410382057657992,20.297343130137037,101.0,37.0,64.0,36.633663366336634,2492.26,0.0
299,0.9900622982976751,59,14,67.0,25.0,8,13,3.5,17,35,1.4,2.7,0.028,0.65,4.0,113.86901610199929,11386.90161019993,63228.21000000001,51841.270000000004,1.219650097306644,1.3227913809323124,37.8530187156703,212.0,72.0,140.0,33.9622641509434,5736.48,0.0,34.9582022688,3495.8202268799996,22798.23,19302.420000000002,1.181107343017093,1.2172000549854718,23.315149681874924,94.0,33.0,61.0,35.1063829787234,2198.33,0.0
289,0.9598186345256996,57,14,66.0,25.0,8,13,3.4000000000000004,18,33,1.4,2.7,0.027,0.65,4.0,112.76275683809962,11276.275683809963,63417.71,52141.42999999999,1.2162633437556278,1.3444792377377683,34.056958472768144,209.0,71.0,138.0,33.97129186602871,5858.32,0.0,32.15566005674993,3215.566005674993,19671.17,16455.59,1.1954095842203165,1.1729512999600915,22.931180878395324,92.0,32.0,60.0,34.78260869565217,1885.84,0.0
290,0.9598186345256996,57,14,66.0,25.0,8,13,3.4000000000000004,18,33,1.4,2.7,0.027,0.65,4.0,112.76275683809962,11276.275683809963,63417.71,52141.42999999999,1.2162633437556278,1.3444792377377683,34.056958472768144,209.0,71.0,138.0,33.97129186602871,5858.32,0.0,32.15566005674993,3215.566005674993,19671.17,16455.59,1.1954095842203165,1.1729512999600915,22.931180878395324,92.0,32.0,60.0,34.78260869565217,1885.84,0.0
291,0.9598186345256996,57,14,66.0,25.0,8,13,3.4000000000000004,18,33,1.4,2.7,0.027,0.65,4.0,112.76275683809962,11276.275683809963,63417.71,52141.42999999999,1.2162633437556278,1.3444792377377683,34.056958472768144,209.0,71.0,138.0,33.97129186602871,5858.32,0.0,32.15566005674993,3215.566005674993,19671.17,16455.59,1.1954095842203165,1.1729512999600915,22.931180878395324,92.0,32.0,60.0,34.78260869565217,1885.84,0.0
292,0.924097644195986,57,14,66.0,25.0,8,13,3.4000000000000004,18,35,1.4,2.7,0.027,0.65,4.0,125.2603316016994,12526.03316016994,64519.34999999999,51993.28,1.240917095440026,1.4387568859309972,33.60619793735103,202.0,70.0,132.0,34.65346534653465,5811.98,0.0,22.87510037954984,2287.510037954984,18800.399999999998,16512.850000000002,1.1385315072806932,0.9369736233800033,22.93084498651962,91.0,31.0,60.0,34.065934065934066,1867.56,0.0
263,0.9224455170385941,49,10,65.0,22.0,8,10,2.9000000000000004,19,29,1.4,2.6,0.025,0.65,4.0,90.5268725294001,9052.68725294001,56279.98,47227.31,1.191682947853689,1.2959783519355013,24.966075711393394,211.0,75.0,136.0,35.54502369668246,5963.47,0.0,68.26339898354985,6826.339898354985,19188.75,12362.410000000002,1.5521852130773852,2.241081733871383,19.07561001973534,77.0,32.0,45.0,41.55844155844156,1978.22,0.0
